Label	Probeset	NCBIGeneID	GeneSymbol	Chromosome	MapLocation
RPF1	80135	80135	RPF1	1	1p22.3
GNG5	2787	2787	GNG5	1	1p22
CTBS	1486	1486	CTBS	1	1p22
SSX2IP	117178	117178	SSX2IP	1	1p22.3
MCOLN2	255231	255231	MCOLN2	1	1p22
C1orf52	148423	148423	C1orf52	1	1p22.3
BCL10	8915	8915	BCL10	1	1p22
DDAH1	23576	23576	DDAH1	1	1p22
CYR61	3491	3491	CYR61	1	1p22.3
ZNHIT6	54680	54680	ZNHIT6	1	1p22.3
ODF2L	57489	57489	ODF2L	1	1p22.3
CLCA1	1179	1179	CLCA1	1	1p22.3
CLCA4	22802	22802	CLCA4	1	1p22.3
SH3GLB1	51100	51100	SH3GLB1	1	1p22
HS2ST1	9653	9653	HS2ST1	1	1p22.3
LMO4	8543	8543	LMO4	1	1p22.3
PKN2	5586	5586	PKN2	1	1p22.2
GTF2B	2959	2959	GTF2B	1	1p22-p21
CCBL2	56267	56267	CCBL2	1	1p22.2
RBMXL1	494115	494115	RBMXL1	1	1p22.2
GBP3	2635	2635	GBP3	1	1p22.2
GBP1	2633	2633	GBP1	1	1p22.2
GBP7	388646	388646	GBP7	1	1p22.2
GBP2	2634	2634	GBP2	1	1p22.2
GBP4	115361	115361	GBP4	1	1p22.2
GBP5	115362	115362	GBP5	1	1p22.2
LRRC8B	23507	23507	LRRC8B	1	1p22.2
LRRC8D	55144	55144	LRRC8D	1	1p22.2
ZNF326	284695	284695	ZNF326	1	1p22.2
ZNF644	84146.chr1.1	84146	ZNF644	1	1p22.2
CDC7	8317	8317	CDC7	1	1p22
TGFBR3	7049	7049	TGFBR3	1	1p33-p32
GLMN	11146	11146	GLMN	1	1p22.1
RPAP2	79871	79871	RPAP2	1	1p22.1
GFI1	2672	2672	GFI1	1	1p22
EVI5	7813	7813	EVI5	1	1p22.1
RPL5	6125	6125	RPL5	1	1p22.1
FAM69A	388650	388650	FAM69A	1	1p22.1
MTF2	22823	22823	MTF2	1	1p22.1
TMED5	50999	50999	TMED5	1	1p22.1
DR1	1810	1810	DR1	1	1p22.1
FNBP1L	54874	54874	FNBP1L	1	1p22.1
BCAR3	8412	8412	BCAR3	1	1p22.1
DNTTIP2	30836	30836	DNTTIP2	1	1p22.1
GCLM	2730	2730	GCLM	1	1p22.1
ABCD3	5825	5825	ABCD3	1	1p21.3
F3	2152	2152	F3	1	1p22-p21
SLC44A3	126969	126969	SLC44A3	1	1p21.3
CNN3	1266	1266	CNN3	1	1p22-p21
LOC729970	729970	729970	LOC729970	1	1p21.3
ALG14	199857	199857	ALG14	1	1p21.3
TMEM56	148534	148534	TMEM56	1	1p21.3
RWDD3	25950	25950	RWDD3	1	1p21.3
PTBP2	58155	58155	PTBP2	1	1p21.3
DPYD	1806	1806	DPYD	1	1p22
SNX7	51375	51375	SNX7	1	1p21.3
FRRS1	391059	391059	FRRS1	1	1p21.2
AGL	178	178	AGL	1	1p21
SLC35A3	23443	23443	SLC35A3	1	1p21
MFSD14A	64645	64645	MFSD14A	1	1p21.2
SASS6	163786	163786	SASS6	1	1p21.2
TRMT13	54482	54482	TRMT13	1	1p21.2
DBT	1629	1629	DBT	1	1p31
RTCA	8634	8634	RTCA	1	1p21.2
CDC14A	8556	8556	CDC14A	1	1p21
VCAM1	7412	7412	VCAM1	1	1p32-p31
EXTL2	2135	2135	EXTL2	1	1p21
SLC30A7	148867	148867	SLC30A7	1	1p21.2
DPH5	51611	51611	DPH5	1	1p21.2
S1PR1	1901	1901	S1PR1	1	1p21
RNPC3	55599	55599	RNPC3	1	1p21
AMY2B	280	280	AMY2B	1	1p21
PRMT6	55170	55170	PRMT6	1	1p13.3
VAV3	10451	10451	VAV3	1	1p13.3
SLC25A24	29957	29957	SLC25A24	1	1p13.3
FAM102B	284611	284611	FAM102B	1	1p13.3
HENMT1	113802	113802	HENMT1	1	1p13.3
PRPF38B	55119	55119	PRPF38B	1	1p13.3
STXBP3	6814	6814	STXBP3	1	1p13.3
GPSM2	29899	29899	GPSM2	1	1p13.3
CLCC1	23155	23155	CLCC1	1	1p13.3
WDR47	22911	22911	WDR47	1	1p13.3
TAF13	6884	6884	TAF13	1	1p13.3
TMEM167B	56900	56900	TMEM167B	1	1p13.3
KIAA1324	57535	57535	KIAA1324	1	1p13.3
SARS	6301	6301	SARS	1	1p13.3
PSRC1	84722	84722	PSRC1	1	1p13.3
SORT1	6272	6272	SORT1	1	1p13.3|1p21.3-p13.1
PSMA5	5686	5686	PSMA5	1	1p13
CYB561D1	284613	284613	CYB561D1	1	1p13.3
GNAI3	2773	2773	GNAI3	1	1p13
AMPD2	271	271	AMPD2	1	1p13.3
GSTM4	2948	2948	GSTM4	1	1p13.3
GSTM1	2944	2944	GSTM1	1	1p13.3
GSTM5	2949	2949	GSTM5	1	1p13.3
GSTM3	2947	2947	GSTM3	1	1p13.3
EPS8L3	79574	79574	EPS8L3	1	1p13.3
CSF1	1435	1435	CSF1	1	1p13.3
AHCYL1	10768	10768	AHCYL1	1	1p13.2
STRIP1	85369	85369	STRIP1	1	1p13.3
RBM15	64783	64783	RBM15	1	1p13
SLC16A4	9122	9122	SLC16A4	1	1p13.3
LAMTOR5	10542	10542	LAMTOR5	1	1p13.3
CD53	963	963	CD53	1	1p13
LRIF1	55791	55791	LRIF1	1	1p13.3
DRAM2	128338	128338	DRAM2	1	1p13.3
CEPT1	10390	10390	CEPT1	1	1p13.3
DENND2D	79961	79961	DENND2D	1	1p13.3
CHI3L2	1117	1117	CHI3L2	1	1p13.3
WDR77	79084	79084	WDR77	1	1p13.2
ATP5F1	515	515	ATP5F1	1	1p13.2
C1orf162	128346	128346	C1orf162	1	1p13.2
ADORA3	140	140	ADORA3	1	1p13.2
RAP1A	5906	5906	RAP1A	1	1p13.3
DDX20	11218	11218	DDX20	1	1p21.1-p13.2
CTTNBP2NL	55917	55917	CTTNBP2NL	1	1p13.2
ST7L	54879	54879	ST7L	1	1p13.2
CAPZA1	829	829	CAPZA1	1	1p13.2
MOV10	4343	4343	MOV10	1	1p13.2
RHOC	389	389	RHOC	1	1p13.1
SLC16A1	6566	6566	SLC16A1	1	1p12
MAGI3	260425	260425	MAGI3	1	1p13.2
RSBN1	54665	54665	RSBN1	1	1p13.2
PTPN22	26191	26191	PTPN22	1	1p13.2
BCL2L15	440603	440603	BCL2L15	1	1p13.2
AP4B1	10717	10717	AP4B1	1	1p13.2
HIPK1	204851	204851	HIPK1	1	1p13.2
OLFML3	56944	56944	OLFML3	1	1p13.2
TRIM33	51592	51592	TRIM33	1	1p13.1
BCAS2	10286	10286	BCAS2	1	1p13.2
NRAS	4893	4893	NRAS	1	1p13.2
CSDE1	7812	7812	CSDE1	1	1p22
SIKE1	80143	80143	SIKE1	1	1p13.2
ATP1A1	476	476	ATP1A1	1	1p21
ATP1A1-AS1	84852	84852	ATP1A1-AS1	1	1p13.1
CD58	965	965	CD58	1	1p13
IGSF3	3321	3321	IGSF3	1	1p13
CD2	914	914	CD2	1	1p13.1
PTGFRN	5738	5738	PTGFRN	1	1p13.1
CD101	9398	9398	CD101	1	1p13
TTF2	8458	8458	TTF2	1	1p22
MAN1A2	10905	10905	MAN1A2	1	1p13
FAM46C	54855	54855	FAM46C	1	1p12
GDAP2	54834	54834	GDAP2	1	1p12
WDR3	10885	10885	WDR3	1	1p12
WARS2	10352	10352	WARS2	1	1p12
HSD3B2	3284	3284	HSD3B2	1	1p13.1
HSD3B1	3283	3283	HSD3B1	1	1p13.1
HMGCS2	3158	3158	HMGCS2	1	1p13-p12
REG4	83998	83998	REG4	1	1p13.1-p12
NOTCH2	4853	4853	NOTCH2	1	1p13-p11
EMBP1	647121	647121	EMBP1	1	1p11.2
PPIAL4G	644591	644591	PPIAL4G	1	1q21.1
NOTCH2NL	388677	388677	NOTCH2NL	1	1q21.2
PPIAL4A	653505	653505	PPIAL4A	1	1q21.1
PDE4DIP	9659	9659	PDE4DIP	1	1q12
SEC22B	9554	9554	SEC22B	1	1q21.1
TXNIP	10628	10628	TXNIP	1	1q21.1
POLR3GL	84265	84265	POLR3GL	1	1q21.1
LIX1L	128077	128077	LIX1L	1	1q21.1
RBM8A	9939	9939	RBM8A	1	1q21.1
PEX11B	8799	8799	PEX11B	1	1q21.1
PIAS3	10401	10401	PIAS3	1	1q21
POLR3C	10623	10623	POLR3C	1	1q21.1
RNF115	27246	27246	RNF115	1	1q21.1
CD160	11126	11126	CD160	1	1q21.1
PDZK1	5174	5174	PDZK1	1	1q21
GPR89A	653519	653519	GPR89A	1	1q21.1
GPR89B	728932	51463	GPR89B	1	1q21.1
PDZK1P1	728939	100034743	PDZK1P1	1	1q21.2
NBPF11	200030	200030	NBPF11	1	1q21.1
PRKAB2	5565	5565	PRKAB2	1	1q21.1
PDIA3P1	171423	171423	PDIA3P1	1	1q21.1
FMO5	2330	2330	FMO5	1	1q21.1
CHD1L	9557	9557	CHD1L	1	1q12
BCL9	607	607	BCL9	1	1q21
ACP6	51205	51205	ACP6	1	1q21
GPR89B	51463	51463	GPR89B	1	1q21.1
PDZK1P1	100034743	100034743	PDZK1P1	1	1q21.2
NBPF14	25832	25832	NBPF14	1	1q21.2
PPIAL4A	164022	653505	PPIAL4A	1	1q21.1
PPIAL4D	645142	645142	PPIAL4D	1	1q21.2
NBPF15	284565	284565	NBPF15	1	1q21.2
PPIAL4E	730262	730262	PPIAL4E	1	1q21.2
NBPF15	728936	284565	NBPF15	1	1q21.2
PPIAL4F	728945	728945	PPIAL4F	1	1q21.2
LOC645166	645166	645166	LOC645166	1	1q21.1
PPIAL4C	653598	653598	PPIAL4C	1	1q21.2
HIST2H4A	8370	8370	HIST2H4A	1	1q21.2
HIST2H2AA3	8337	8337	HIST2H2AA3	1	1q21.2
HIST2H2AA4	723790	723790	HIST2H2AA4	1	1q21.2
HIST2H2BE	8349	8349	HIST2H2BE	1	1q21.2
HIST2H2AC	8338	8338	HIST2H2AC	1	1q21.2
BOLA1	51027	51027	BOLA1	1	1q21
SF3B4	10262	10262	SF3B4	1	1q21.2
MTMR11	10903	10903	MTMR11	1	1q21.2
OTUD7B	56957	56957	OTUD7B	1	1q21.2
VPS45	11311	11311	VPS45	1	1q21.2
PLEKHO1	51177	51177	PLEKHO1	1	1q21.2
ANP32E	81611	81611	ANP32E	1	1q21.2
APH1A	51107	51107	APH1A	1	1p36.13-q31.3
C1orf54	79630	79630	C1orf54	1	1q21.2
MRPS21	54460	54460	MRPS21	1	1q21
PRPF3	9129	9129	PRPF3	1	1q21.1
RPRD2	23248	23248	RPRD2	1	1q21.3
TARS2	80222	80222	TARS2	1	1q21.3
ECM1	1893	1893	ECM1	1	1q21
ADAMTSL4	54507	54507	ADAMTSL4	1	1q21.3
MCL1	4170	4170	MCL1	1	1q21
ENSA	2029	2029	ENSA	1	1q21.3
GOLPH3L	55204	55204	GOLPH3L	1	1q21.3
CTSS	1520	1520	CTSS	1	1q21
CTSK	1513	1513	CTSK	1	1q21
ARNT	405	405	ARNT	1	1q21
SETDB1	9869	9869	SETDB1	1	1q21
CERS2	29956	29956	CERS2	1	1q21.3
FAM63A	55793	55793	FAM63A	1	1q21.3
PRUNE	58497	58497	PRUNE	1	1q21
CDC42SE1	56882	56882	CDC42SE1	1	1q21.3
GABPB2	126626	126626	GABPB2	1	1q21.3
SEMA6C	10500	10500	SEMA6C	1	1q21.2
TNFAIP8L2	79626	79626	TNFAIP8L2	1	1q21.3
LYSMD1	388695	388695	LYSMD1	1	1q21.3
SCNM1	79005	79005	SCNM1	1	1q21.3
VPS72	6944	6944	VPS72	1	1q21
PIP5K1A	8394	8394	PIP5K1A	1	1q21.3
PSMD4	5710	5710	PSMD4	1	1q21.3
ZNF687	57592	57592	ZNF687	1	1q21.3
PI4KB	5298	5298	PI4KB	1	1q21
RFX5	5993	5993	RFX5	1	1q21
SELENBP1	8991	8991	SELENBP1	1	1q21.3
PSMB4	5692	5692	PSMB4	1	1q21
POGZ	23126	23126	POGZ	1	1q21.3
CGN	57530	57530	CGN	1	1q21
TUFT1	7286	7286	TUFT1	1	1q21
SNX27	81609	81609	SNX27	1	1q21.3
MRPL9	65005	65005	MRPL9	1	1q21
RORC	6097	6097	RORC	1	1q21
THEM4	117145	117145	THEM4	1	1q21
S100A10	6281	6281	S100A10	1	1q21
S100A11	6282	6282	S100A11	1	1q21
S100A9	6280	6280	S100A9	1	1q21
S100A8	6279	6279	S100A8	1	1q21
S100A6	6277	6277	S100A6	1	1q21
S100A4	6275	6275	S100A4	1	1q21
S100A16	140576	140576	S100A16	1	1q21
S100A14	57402	57402	S100A14	1	1q21.3
S100A13	6284	6284	S100A13	1	1q21
S100A1	6271	6271	S100A1	1	1q21
CHTOP	26097	26097	CHTOP	1	1q21.3
SNAPIN	23557	23557	SNAPIN	1	1q21.3
ILF2	3608	3608	ILF2	1	1q21.3
INTS3	65123	65123	INTS3	1	1q21.3
SLC27A3	11000	11000	SLC27A3	1	1q21.3
GATAD2B	57459	57459	GATAD2B	1	1q21.3
DENND4B	9909	9909	DENND4B	1	1q21
CRTC2	200186	200186	CRTC2	1	1q21.3
SLC39A1	27173	27173	SLC39A1	1	1q21
CREB3L4	148327	148327	CREB3L4	1	1q21.3
JTB	10899	10899	JTB	1	1q21
RAB13	5872	5872	RAB13	1	1q21.2
RPS27	6232	6232	RPS27	1	1q21
TPM3	7170	7170	TPM3	1	1q21.2
C1orf43	25912	25912	C1orf43	1	1q21.2
UBAP2L	9898	9898	UBAP2L	1	1q21.3
HAX1	10456	10456	HAX1	1	1q21.3
ATP8B2	57198	57198	ATP8B2	1	1q21.3
IL6R	3570	3570	IL6R	1	1q21
UBE2Q1	55585	55585	UBE2Q1	1	1q21.3
ADAR	103	103	ADAR	1	1q21.3
PMVK	10654	10654	PMVK	1	1q22
PBXIP1	57326	57326	PBXIP1	1	1q21.3
PYGO2	90780	90780	PYGO2	1	1q21.3
SHC1	6464	6464	SHC1	1	1q21
CKS1B	1163	1163	CKS1B	1	1q21.2
FLAD1	80308	80308	FLAD1	1	1q21.3
ZBTB7B	51043	51043	ZBTB7B	1	1q21.3
ADAM15	8751	8751	ADAM15	1	1q21.3
EFNA4	1945	1945	EFNA4	1	1q21-q22
EFNA1	1942	1942	EFNA1	1	1q21-q22
SLC50A1	55974	55974	SLC50A1	1	1q22
DPM3	54344	54344	DPM3	1	1q22
KRTCAP2	200185	200185	KRTCAP2	1	1q22
MUC1	4582	4582	MUC1	1	1q21
THBS3	7059	7059	THBS3	1	1q21
MTX1	4580	4580	MTX1	1	1q21
GBAP1	2630	2630	GBAP1	1	1q21
GBA	2629	2629	GBA	1	1q21
FAM189B	10712	10712	FAM189B	1	1q21
SCAMP3	10067	10067	SCAMP3	1	1q21
CLK2	1196	1196	CLK2	1	1q21
HCN3	57657	57657	HCN3	1	1q22
PKLR	5313	5313	PKLR	1	1q21
FDPS	2224	2224	FDPS	1	1q22
RUSC1-AS1	284618	284618	RUSC1-AS1	1	1q22
RUSC1	23623	23623	RUSC1	1	1q21-q22
ASH1L	55870	55870	ASH1L	1	1q22
MSTO1	55154	55154	MSTO1	1	1q22
GON4L	54856	54856	GON4L	1	1q22
YY1AP1	55249	55249	YY1AP1	1	1q22
DAP3	7818	7818	DAP3	1	1q22
MSTO2P	100129405	100129405	MSTO2P	1	1q22
RIT1	6016	6016	RIT1	1	1q22
KIAA0907	22889	22889	KIAA0907	1	1q22
ARHGEF2	9181	9181	ARHGEF2	1	1q21-q22
SSR2	6746	6746	SSR2	1	1q21-q23
UBQLN4	56893	56893	UBQLN4	1	1q21
LAMTOR2	28956	28956	LAMTOR2	1	1q22
RAB25	57111	57111	RAB25	1	1q22
LMNA	4000	4000	LMNA	1	1q22
SEMA4A	64218	64218	SEMA4A	1	1q22
SLC25A44	9673	9673	SLC25A44	1	1q22
PMF1	11243	11243	PMF1	1	1q12
BGLAP	632	632	BGLAP	1	1q22
SMG5	23381	23381	SMG5	1	1q21.2
TMEM79	84283	84283	TMEM79	1	1q22
GLMP	112770	112770	GLMP	1	1q22
CCT3	7203	7203	CCT3	1	1q23
MEF2D	4209	4209	MEF2D	1	1q12-q23
IQGAP3	128239	128239	IQGAP3	1	1q21.3
NAXE	128240	128240	NAXE	1	1q21
GPATCH4	54865	54865	GPATCH4	1	1q22
NES	10763	10763	NES	1	1q23.1
ISG20L2	81875	81875	ISG20L2	1	1q23.1
RRNAD1	51093	51093	RRNAD1	1	1q23.1
MRPL24	79590	79590	MRPL24	1	1q23.1
HDGF	3068	3068	HDGF	1	1q23.1
PRCC	5546	5546	PRCC	1	1q21.1
SH2D2A	9047	9047	SH2D2A	1	1q21
ARHGEF11	9826	9826	ARHGEF11	1	1q21
CD1D	912	912	CD1D	1	1q23.1
CD1C	911	911	CD1C	1	1q23.1
MNDA	4332	4332	MNDA	1	1q22
IFI16	3428	3428	IFI16	1	1q22
CADM3	57863	57863	CADM3	1	1q21.2-q22
ACKR1	2532	2532	ACKR1	1	1q21-q22
FCER1A	2205	2205	FCER1A	1	1q23
DUSP23	54935	54935	DUSP23	1	1q23.2
SLAMF8	56833	56833	SLAMF8	1	1q23.2
TAGLN2	8407	8407	TAGLN2	1	1q21-q25
IGSF9	57549	57549	IGSF9	1	1q22-q23
PIGM	93183	93183	PIGM	1	1q23.2
IGSF8	93185	93185	IGSF8	1	1q23.1
PEA15	8682	8682	PEA15	1	1q21.1
DCAF8	50717	50717	DCAF8	1	1q22-q23
PEX19	5824	5824	PEX19	1	1q23.2
COPA	1314	1314	COPA	1	1q23.2
SUMO1P3	474338	474338	SUMO1P3	1	1q22
NCSTN	23385	23385	NCSTN	1	1q22-q23
VANGL2	57216	57216	VANGL2	1	1q23.2
SLAMF6	114836	114836	SLAMF6	1	1q23.2
CD84	8832	8832	CD84	1	1q24
SLAMF1	6504	6504	SLAMF1	1	1q23.3
CD48	962	962	CD48	1	1q21.3-q22
SLAMF7	57823	57823	SLAMF7	1	1q23.1-q24.1
LY9	4063	4063	LY9	1	1q23.3
CD244	51744	51744	CD244	1	1q23.3
ITLN1	55600	55600	ITLN1	1	1q21.3
ITLN2	142683	142683	ITLN2	1	1q22-q23
F11R	50848	50848	F11R	1	1q21.2-q21.3
TSTD1	100131187	100131187	TSTD1	1	1q23.3
USF1	7391	7391	USF1	1	1q22-q23
ARHGAP30	257106	257106	ARHGAP30	1	1q23.3
PFDN2	5202	5202	PFDN2	1	1q23.3
NIT1	4817	4817	NIT1	1	1q21-q22
DEDD	9191	9191	DEDD	1	1q23.3
UFC1	51506	51506	UFC1	1	1q23.3
USP21	27005	27005	USP21	1	1q22
PPOX	5498	5498	PPOX	1	1q22
B4GALT3	8703	8703	B4GALT3	1	1q23.3
NDUFS2	4720	4720	NDUFS2	1	1q23
FCER1G	2207	2207	FCER1G	1	1q23
TOMM40L	84134	84134	TOMM40L	1	1q23.3
MPZ	4359	4359	MPZ	1	1q23.3
SDHC	6391	6391	SDHC	1	1q23.3
FCGR2A	2212	2212	FCGR2A	1	1q23
FCGR3A	2214	2214	FCGR3A	1	1q23
FCGR2B	2213	2213	FCGR2B	1	1q23
DUSP12	11266	11266	DUSP12	1	1q21-q22
ATF6	22926	22926	ATF6	1	1q23.3
OLFML2B	25903	25903	OLFML2B	1	1q23.3
C1orf226	400793	400793	C1orf226	1	1q23.3
UHMK1	127933	127933	UHMK1	1	1q23.3
UAP1	6675	6675	UAP1	1	1q23.3
HSD17B7	51478	51478	HSD17B7	1	1q23
RGS5	8490.chr1.2	8490	RGS5	1	1q23.1
RGS5	8490.chr1.1	8490	RGS5	1	1q23.1
NUF2	83540	83540	NUF2	1	1q23.3
PBX1	5087	5087	PBX1	1	1q23
MGST3	4259	4259	MGST3	1	1q23
ALDH9A1	223	223	ALDH9A1	1	1q23.1
TMCO1	54499	54499	TMCO1	1	1q24.1
UCK2	7371	7371	UCK2	1	1q23
POGK	57645	57645	POGK	1	1q24.1
TADA1	117143	117143	TADA1	1	1q24.1
GPA33	10223	10223	GPA33	1	1q24.1
POU2F1	5451	5451	POU2F1	1	1q24.2
CD247	919	919	CD247	1	1q24.2
CREG1	8804	8804	CREG1	1	1q24
RCSD1	92241	92241	RCSD1	1	1q24.2
MPZL1	9019	9019	MPZL1	1	1q24.2
MPC2	25874	25874	MPC2	1	1q24
DCAF6	55827	55827	DCAF6	1	1q24.2
TIPRL	261726	261726	TIPRL	1	1q23.2
SFT2D2	375035	375035	SFT2D2	1	1q24.2
XCL2	6846	6846	XCL2	1	1q24.2
DPT	1805	1805	DPT	1	1q12-q23
ATP1B1	481	481	ATP1B1	1	1q24
BLZF1	8548	8548	BLZF1	1	1q24
SLC19A2	10560	10560	SLC19A2	1	1q23.3
SELL	6402	6402	SELL	1	1q24.2
METTL18	92342	92342	METTL18	1	1q24.2
SCYL3	57147	57147	SCYL3	1	1q24.2
KIFAP3	22920	22920	KIFAP3	1	1q24.2
GORAB	92344	92344	GORAB	1	1q24.2
FMO1	2326	2326	FMO1	1	1q24.3
FMO4	2329	2329	FMO4	1	1q24.3
TOP1P1	7151	7151	TOP1P1	1	1q24.3
PRRC2C	23215	23215	PRRC2C	1	1q23.3
VAMP4	8674	8674	VAMP4	1	1q24-q25
METTL13	51603	51603	METTL13	1	1q24-q25.3
PIGC	5279	5279	PIGC	1	1q23-q25
SUCO	51430	51430	SUCO	1	1q24
PRDX6	9588	9588	PRDX6	1	1q25.1
KLHL20	27252	27252	KLHL20	1	1q25.1
DARS2	55157	55157	DARS2	1	1q25.1
GAS5	60674	60674	GAS5	1	1q25.1
SNORD81	26769	26769	SNORD81	1	1q25.1
SNORD79	26770	26770	SNORD79	1	1q25.1
RC3H1	149041	149041	RC3H1	1	1q25.1
RABGAP1L	9910.chr1.1	9910	RABGAP1L	1	1q24
CACYBP	27101	27101	CACYBP	1	1q24-q25
MRPS14	63931	63931	MRPS14	1	1q25.1
KIAA0040	9674	9674	KIAA0040	1	1q25.1
RFWD2	64326	64326	RFWD2	1	1q25.1-q25.2
SEC16B	89866	89866	SEC16B	1	1q25.2
LOC730102	730102	730102	LOC730102	1	1q25.2
RALGPS2	55103	55103	RALGPS2	1	1q25.2
ANGPTL1	9068	9068	ANGPTL1	1	1q25.2
FAM20B	9917	9917	FAM20B	1	1q25
TOR3A	64222	64222	TOR3A	1	1q25.2
ABL2	27	27	ABL2	1	1q25.2
SOAT1	6646	6646	SOAT1	1	1q25
TOR1AIP2	163590	163590	TOR1AIP2	1	1q25.2
TOR1AIP1	26092	26092	TOR1AIP1	1	1q24.2
CEP350	9857	9857	CEP350	1	1q25.2
QSOX1	5768	5768	QSOX1	1	1q24
FLJ23867	200058	200058	FLJ23867	1	1q25.2
ACBD6	84320	84320	ACBD6	1	1q25.3
XPR1	9213	9213	XPR1	1	1q25.1
STX6	10228	10228	STX6	1	1q25.3
MR1	3140	3140	MR1	1	1q25.3
IER5	51278	51278	IER5	1	1q25.3
GLUL	2752	2752	GLUL	1	1q31
RNASEL	6041	6041	RNASEL	1	1q25
NPL	80896	80896	NPL	1	1q25
DHX9	1660	1660	DHX9	1	1q25
LAMC1	3915	3915	LAMC1	1	1q31
LAMC2	3918	3918	LAMC2	1	1q25-q31
SMG7	9887	9887	SMG7	1	1q25
NCF2	4688	4688	NCF2	1	1q25
ARPC5	10092	10092	ARPC5	1	1q25.3
RGL1	23179	23179	RGL1	1	1q25.3
TSEN15	116461	116461	TSEN15	1	1q25
C1orf21	81563	81563	C1orf21	1	1q25
EDEM3	80267	80267	EDEM3	1	1q25
FAM129A	116496	116496	FAM129A	1	1q25
RNF2	6045	6045	RNF2	1	1q25.3
TRMT1L	81627	81627	TRMT1L	1	1q25.2
SWT1	54823	54823	SWT1	1	1q25
IVNS1ABP	10625	10625	IVNS1ABP	1	1q25.1-q31.1
TPR	7175	7175	TPR	1	1q25
C1orf27	54953	54953	C1orf27	1	1q25
PLA2G4A	5321	5321	PLA2G4A	1	1q31.1
BRINP3	339479	339479	BRINP3	1	1q31.1
RGS18	64407	64407	RGS18	1	1q31.2
RGS1	5996	5996	RGS1	1	1q31
RGS13	6003	6003	RGS13	1	1q31.2
RGS2	5997	5997	RGS2	1	1q31
UCHL5	51377	51377	UCHL5	1	1q32
TROVE2	6738	6738	TROVE2	1	1q31
GLRX2	51022	51022	GLRX2	1	1q31.2
CDC73	79577	79577	CDC73	1	1q25
CFH	3075	3075	CFH	1	1q32
DENND1B	163486	163486	DENND1B	1	1q31.3
NEK7	140609	140609	NEK7	1	1q31.3
PTPRC	5788	5788	PTPRC	1	1q31-q32
NR5A2	2494	2494	NR5A2	1	1q32.1
DDX59	83479	83479	DDX59	1	1q32.1
C1orf106	55765	55765	C1orf106	1	1q32.1
TMEM9	252839	252839	TMEM9	1	1q41
LAD1	3898	3898	LAD1	1	1q25.1-q32.3
PHLDA3	23612	23612	PHLDA3	1	1q31
CSRP1	1465	1465	CSRP1	1	1q32
RPS10P7	376693	376693	RPS10P7	1	1q32.1
IPO9	55705	55705	IPO9	1	1q32.1
SHISA4	149345	149345	SHISA4	1	1q32.1
LMOD1	25802	25802	LMOD1	1	1q32
TIMM17A	10440	10440	TIMM17A	1	1q32.1
RNPEP	6051	6051	RNPEP	1	1q32
ELF3	1999	1999	ELF3	1	1q32.2
ARL8A	127829	127829	ARL8A	1	1q32.1
PTPN7	5778	5778	PTPN7	1	1q32.1
UBE2T	29089	29089	UBE2T	1	1q32.1
PPP1R12B	4660	4660	PPP1R12B	1	1q32.1
KDM5B	10765	10765	KDM5B	1	1q32.1
RABIF	5877	5877	RABIF	1	1q32.1
KLHL12	59349	59349	KLHL12	1	1q32.1
ADIPOR1	51094	51094	ADIPOR1	1	1q32.1
CYB5R1	51706	51706	CYB5R1	1	1q32.1
TMEM183A	92703	92703	TMEM183A	1	1q32.1
BTG2	7832	7832	BTG2	1	1q32
FMOD	2331	2331	FMOD	1	1q32
ATP2B4	493	493	ATP2B4	1	1q32.1
ZC3H11A	9877	9877	ZC3H11A	1	1q32.1
SNRPE	6635	6635	SNRPE	1	1q32
SOX13	9580	9580	SOX13	1	1q32
GOLT1A	127845	127845	GOLT1A	1	1q32.1
PLEKHA6	22874	22874	PLEKHA6	1	1q32.1
PPP1R15B	84919	84919	PPP1R15B	1	1q32.1
PIK3C2B	5287	5287	PIK3C2B	1	1q32
MDM4	4194	4194	MDM4	1	1q32
RBBP5	5929	5929	RBBP5	1	1q32
DSTYK	25778	25778	DSTYK	1	1q32.1
NUAK2	81788	81788	NUAK2	1	1q32.1
CDK18	5129	5129	CDK18	1	1q31-q32
MFSD4A	148808	148808	MFSD4A	1	1q32.1
ELK4	2005	2005	ELK4	1	1q32
SLC45A3	85414	85414	SLC45A3	1	1q32.1
NUCKS1	64710	64710	NUCKS1	1	1q32.1
RAB29	8934	8934	RAB29	1	1q32
LOC100505650	100505650	100505650	LOC100505650	1	None
CTSE	1510	1510	CTSE	1	1q31
SRGAP2	23380	23380	SRGAP2	1	1q32.1
IKBKE	9641	9641	IKBKE	1	1q32.1
RASSF5	83593	83593	RASSF5	1	1q32.1
EIF2D	1939	1939	EIF2D	1	1q32.1
MAPKAPK2	9261	9261	MAPKAPK2	1	1q32
FCMR	9214	9214	FCMR	1	1q32.1
PIGR	5284	5284	PIGR	1	1q31-q41
C1orf116	79098	79098	C1orf116	1	1q32.1
PFKFB2	5208	5208	PFKFB2	1	1q31
YOD1	55432	55432	YOD1	1	1q32.2
CD55	1604	1604	CD55	1	1q32
CR2	1380	1380	CR2	1	1q32
CD46	4179	4179	CD46	1	1q32
CD34	947	947	CD34	1	1q32
PLXNA2	5362	5362	PLXNA2	1	1q32.2
LAMB3	3914	3914	LAMB3	1	1q32
G0S2	50486	50486	G0S2	1	1q32.2
